item_i_index,item_j_index,item_i,item_j,distance,d_ij,c_j
27,2,Paper Towels,K-Cups,110,11.0,10.99
27,3,Paper Towels,Capt. Crunch,140,14.0,3.99
27,4,Paper Towels,Chewy Bars,155,15.5,3.69
27,5,Paper Towels,Granola,145,14.5,5.49
27,6,Paper Towels,Hershey's,150,15.0,2.69
27,7,Paper Towels,Flour,130,13.0,4.99
27,8,Paper Towels,Syrup,120,12.0,2.49
27,9,Paper Towels,Brownie Mix,90,9.0,2.29
27,10,Paper Towels,Seasoning,75,7.5,3.99
27,11,Paper Towels,Soup,80,8.0,1.99
27,12,Paper Towels,Mac & Cheese,100,10.0,2.69
27,13,Paper Towels,Ketchup,130,13.0,3.49
27,14,Paper Towels,Pickles,135,13.5,2.99
27,15,Paper Towels,Italian Dressing,140,14.0,3.99
27,16,Paper Towels,Soy Sauce,120,12.0,2.49
27,17,Paper Towels,Penne,125,12.5,3.49
27,18,Paper Towels,CapriSun,130,13.0,2.49
27,19,Paper Towels,Tortillas,90,9.0,1.99
27,20,Paper Towels,Tomato Sauce,60,6.0,2.99
27,21,Paper Towels,Ibuprofen,55,5.5,5.49
27,22,Paper Towels,Diapers,70,7.0,25.99
27,23,Paper Towels,Tootpaste,110,11.0,3.99
27,24,Paper Towels,Tampons,120,12.0,5.29
27,25,Paper Towels,Shampoo,105,10.5,8.99
27,26,Paper Towels,Toilet Paper,10,1.0,7.99
27,27,Paper Towels,Paper Towels,0,0.0,9.99
27,28,Paper Towels,Napkins,20,2.0,3.29
27,29,Paper Towels,Solo Cups,40,4.0,5.69
27,30,Paper Towels,Trash Bags,70,7.0,8.99
27,31,Paper Towels,Dish Soap,50,5.0,2.99
27,32,Paper Towels,Detergent,55,5.5,12.99
27,33,Paper Towels,Broom,70,7.0,13.99
27,34,Paper Towels,Dog Treats,100,10.0,3.99
27,35,Paper Towels,Air Freshner,110,11.0,6.99
27,36,Paper Towels,Oreos,130,13.0,3.99
27,37,Paper Towels,Popcorn,100,10.0,3.49
27,38,Paper Towels,Gatorade (12),80,8.0,6.99
27,39,Paper Towels,Redbull (4),75,7.5,7.99
27,40,Paper Towels,Ritz,60,6.0,3.99
27,41,Paper Towels,Coca Cola (12),70,7.0,5.99
27,42,Paper Towels,LaCroix (12),80,8.0,5.49
27,43,Paper Towels,Pepsi (12),75,7.5,5.99
27,44,Paper Towels,Seltzer (6),140,14.0,3.99
27,45,Paper Towels,Bottled Water (24),125,12.5,4.99
27,46,Paper Towels,Milk Gallon,80,8.0,3.79
27,47,Paper Towels,Butter Sticks,110,11.0,2.99
27,48,Paper Towels,Cookie Dough,115,11.5,3.99
27,49,Paper Towels,Chobani (4),130,13.0,4.49
27,50,Paper Towels,Eggs (12),140,14.0,3.99
27,51,Paper Towels,Waffles,160,16.0,3.79
27,52,Paper Towels,Taquitos,120,12.0,6.99
27,53,Paper Towels,Breyer's Ice Cream,110,11.0,4.99
27,54,Paper Towels,Lasagna,130,13.0,9.99
27,55,Paper Towels,Bagel Bites,140,14.0,2.79
27,56,Paper Towels,"Pizza (12"")",150,15.0,8.99
28,0,Napkins,Start Node,95,9.5,0
28,1,Napkins,Coffee Beans,110,11.0,6.99
28,2,Napkins,K-Cups,130,13.0,10.99
28,3,Napkins,Capt. Crunch,160,16.0,3.99
28,4,Napkins,Chewy Bars,135,13.5,3.69
28,5,Napkins,Granola,125,12.5,5.49
28,6,Napkins,Hershey's,130,13.0,2.69
28,7,Napkins,Flour,150,15.0,4.99
28,8,Napkins,Syrup,140,14.0,2.49
28,9,Napkins,Brownie Mix,110,11.0,2.29
28,10,Napkins,Seasoning,95,9.5,3.99
28,11,Napkins,Soup,100,10.0,1.99
28,12,Napkins,Mac & Cheese,120,12.0,2.69
28,13,Napkins,Ketchup,130,13.0,3.49
28,14,Napkins,Pickles,125,12.5,2.99
28,15,Napkins,Italian Dressing,120,12.0,3.99
28,16,Napkins,Soy Sauce,100,10.0,2.49
28,17,Napkins,Penne,105,10.5,3.49
28,18,Napkins,CapriSun,110,11.0,2.49
28,19,Napkins,Tortillas,110,11.0,1.99
28,20,Napkins,Tomato Sauce,80,8.0,2.99
28,21,Napkins,Ibuprofen,75,7.5,5.49
28,22,Napkins,Diapers,90,9.0,25.99
28,23,Napkins,Tootpaste,90,9.0,3.99
28,24,Napkins,Tampons,100,10.0,5.29
28,25,Napkins,Shampoo,85,8.5,8.99
28,26,Napkins,Toilet Paper,30,3.0,7.99
28,27,Napkins,Paper Towels,20,2.0,9.99
28,28,Napkins,Napkins,0,0.0,3.29
28,29,Napkins,Solo Cups,20,2.0,5.69
28,30,Napkins,Trash Bags,50,5.0,8.99
28,31,Napkins,Dish Soap,70,7.0,2.99
28,32,Napkins,Detergent,75,7.5,12.99
28,33,Napkins,Broom,90,9.0,13.99
28,34,Napkins,Dog Treats,120,12.0,3.99
28,35,Napkins,Air Freshner,110,11.0,6.99
28,36,Napkins,Oreos,110,11.0,3.99
28,37,Napkins,Popcorn,120,12.0,3.49
28,38,Napkins,Gatorade (12),100,10.0,6.99
28,39,Napkins,Redbull (4),95,9.5,7.99
28,40,Napkins,Ritz,80,8.0,3.99
28,41,Napkins,Coca Cola (12),90,9.0,5.99
28,42,Napkins,LaCroix (12),100,10.0,5.49
28,43,Napkins,Pepsi (12),95,9.5,5.99
28,44,Napkins,Seltzer (6),120,12.0,3.99
28,45,Napkins,Bottled Water (24),105,10.5,4.99
28,46,Napkins,Milk Gallon,100,10.0,3.79
28,47,Napkins,Butter Sticks,130,13.0,2.99
28,48,Napkins,Cookie Dough,135,13.5,3.99
28,49,Napkins,Chobani (4),150,15.0,4.49
28,50,Napkins,Eggs (12),120,12.0,3.99
28,51,Napkins,Waffles,140,14.0,3.79
28,52,Napkins,Taquitos,140,14.0,6.99
28,53,Napkins,Breyer's Ice Cream,130,13.0,4.99
28,54,Napkins,Lasagna,150,15.0,9.99
28,55,Napkins,Bagel Bites,160,16.0,2.79
28,56,Napkins,"Pizza (12"")",130,13.0,8.99
29,0,Solo Cups,Start Node,115,11.5,0
29,1,Solo Cups,Coffee Beans,130,13.0,6.99
29,2,Solo Cups,K-Cups,150,15.0,10.99
29,3,Solo Cups,Capt. Crunch,140,14.0,3.99
29,4,Solo Cups,Chewy Bars,115,11.5,3.69
29,5,Solo Cups,Granola,105,10.5,5.49
29,6,Solo Cups,Hershey's,110,11.0,2.69
29,7,Solo Cups,Flour,130,13.0,4.99
29,8,Solo Cups,Syrup,140,14.0,2.49
29,9,Solo Cups,Brownie Mix,130,13.0,2.29
29,10,Solo Cups,Seasoning,115,11.5,3.99
29,11,Solo Cups,Soup,120,12.0,1.99
29,12,Solo Cups,Mac & Cheese,140,14.0,2.69
29,13,Solo Cups,Ketchup,110,11.0,3.49
29,14,Solo Cups,Pickles,105,10.5,2.99
29,15,Solo Cups,Italian Dressing,100,10.0,3.99
29,16,Solo Cups,Soy Sauce,80,8.0,2.49
29,17,Solo Cups,Penne,85,8.5,3.49
29,18,Solo Cups,CapriSun,90,9.0,2.49
29,19,Solo Cups,Tortillas,130,13.0,1.99
29,20,Solo Cups,Tomato Sauce,100,10.0,2.99
29,21,Solo Cups,Ibuprofen,95,9.5,5.49
29,22,Solo Cups,Diapers,110,11.0,25.99
29,23,Solo Cups,Tootpaste,70,7.0,3.99
29,24,Solo Cups,Tampons,80,8.0,5.29
29,25,Solo Cups,Shampoo,65,6.5,8.99
29,26,Solo Cups,Toilet Paper,50,5.0,7.99
29,27,Solo Cups,Paper Towels,40,4.0,9.99
29,28,Solo Cups,Napkins,20,2.0,3.29
29,29,Solo Cups,Solo Cups,0,0.0,5.69
29,30,Solo Cups,Trash Bags,30,3.0,8.99
29,31,Solo Cups,Dish Soap,90,9.0,2.99
29,32,Solo Cups,Detergent,95,9.5,12.99
29,33,Solo Cups,Broom,110,11.0,13.99
29,34,Solo Cups,Dog Treats,100,10.0,3.99
29,35,Solo Cups,Air Freshner,90,9.0,6.99
29,36,Solo Cups,Oreos,90,9.0,3.99
29,37,Solo Cups,Popcorn,120,12.0,3.49
29,38,Solo Cups,Gatorade (12),120,12.0,6.99
29,39,Solo Cups,Redbull (4),115,11.5,7.99
29,40,Solo Cups,Ritz,100,10.0,3.99
29,41,Solo Cups,Coca Cola (12),110,11.0,5.99
29,42,Solo Cups,LaCroix (12),120,12.0,5.49
29,43,Solo Cups,Pepsi (12),115,11.5,5.99
29,44,Solo Cups,Seltzer (6),100,10.0,3.99
29,45,Solo Cups,Bottled Water (24),85,8.5,4.99
29,46,Solo Cups,Milk Gallon,120,12.0,3.79
29,47,Solo Cups,Butter Sticks,150,15.0,2.99
29,48,Solo Cups,Cookie Dough,145,14.5,3.99
29,49,Solo Cups,Chobani (4),130,13.0,4.49
29,50,Solo Cups,Eggs (12),100,10.0,3.99
29,51,Solo Cups,Waffles,120,12.0,3.79
29,52,Solo Cups,Taquitos,160,16.0,6.99
29,53,Solo Cups,Breyer's Ice Cream,150,15.0,4.99
29,54,Solo Cups,Lasagna,150,15.0,9.99
29,55,Solo Cups,Bagel Bites,140,14.0,2.79
29,56,Solo Cups,"Pizza (12"")",110,11.0,8.99
30,0,Trash Bags,Start Node,145,14.5,0
30,1,Trash Bags,Coffee Beans,160,16.0,6.99
30,2,Trash Bags,K-Cups,140,14.0,10.99
30,3,Trash Bags,Capt. Crunch,110,11.0,3.99
30,4,Trash Bags,Chewy Bars,85,8.5,3.69
30,5,Trash Bags,Granola,75,7.5,5.49
30,6,Trash Bags,Hershey's,80,8.0,2.69
30,7,Trash Bags,Flour,100,10.0,4.99
30,8,Trash Bags,Syrup,110,11.0,2.49
30,9,Trash Bags,Brownie Mix,140,14.0,2.29
30,10,Trash Bags,Seasoning,145,14.5,3.99
30,11,Trash Bags,Soup,130,13.0,1.99
30,12,Trash Bags,Mac & Cheese,110,11.0,2.69
30,13,Trash Bags,Ketchup,80,8.0,3.49
30,14,Trash Bags,Pickles,75,7.5,2.99
30,15,Trash Bags,Italian Dressing,70,7.0,3.99
30,16,Trash Bags,Soy Sauce,50,5.0,2.49
30,17,Trash Bags,Penne,55,5.5,3.49
30,18,Trash Bags,CapriSun,60,6.0,2.49
30,19,Trash Bags,Tortillas,100,10.0,1.99
30,20,Trash Bags,Tomato Sauce,130,13.0,2.99
30,21,Trash Bags,Ibuprofen,115,11.5,5.49
30,22,Trash Bags,Diapers,100,10.0,25.99
30,23,Trash Bags,Tootpaste,40,4.0,3.99
30,24,Trash Bags,Tampons,50,5.0,5.29
30,25,Trash Bags,Shampoo,35,3.5,8.99
30,26,Trash Bags,Toilet Paper,80,8.0,7.99
30,27,Trash Bags,Paper Towels,70,7.0,9.99
30,28,Trash Bags,Napkins,50,5.0,3.29
30,29,Trash Bags,Solo Cups,30,3.0,5.69
30,30,Trash Bags,Trash Bags,0,0.0,8.99
30,31,Trash Bags,Dish Soap,120,12.0,2.99
30,32,Trash Bags,Detergent,115,11.5,12.99
30,33,Trash Bags,Broom,100,10.0,13.99
30,34,Trash Bags,Dog Treats,70,7.0,3.99
30,35,Trash Bags,Air Freshner,60,6.0,6.99
30,36,Trash Bags,Oreos,60,6.0,3.99
30,37,Trash Bags,Popcorn,90,9.0,3.49
30,38,Trash Bags,Gatorade (12),110,11.0,6.99
30,39,Trash Bags,Redbull (4),115,11.5,7.99
30,40,Trash Bags,Ritz,130,13.0,3.99
30,41,Trash Bags,Coca Cola (12),140,14.0,5.99
30,42,Trash Bags,LaCroix (12),130,13.0,5.49
30,43,Trash Bags,Pepsi (12),135,13.5,5.99
30,44,Trash Bags,Seltzer (6),70,7.0,3.99
30,45,Trash Bags,Bottled Water (24),55,5.5,4.99
30,46,Trash Bags,Milk Gallon,150,15.0,3.79
30,47,Trash Bags,Butter Sticks,120,12.0,2.99
30,48,Trash Bags,Cookie Dough,115,11.5,3.99
30,49,Trash Bags,Chobani (4),100,10.0,4.49
30,50,Trash Bags,Eggs (12),70,7.0,3.99
30,51,Trash Bags,Waffles,90,9.0,3.79
30,52,Trash Bags,Taquitos,130,13.0,6.99
30,53,Trash Bags,Breyer's Ice Cream,140,14.0,4.99
30,54,Trash Bags,Lasagna,120,12.0,9.99
30,55,Trash Bags,Bagel Bites,110,11.0,2.79
30,56,Trash Bags,"Pizza (12"")",80,8.0,8.99
31,0,Dish Soap,Start Node,75,7.5,0
31,1,Dish Soap,Coffee Beans,90,9.0,6.99
31,2,Dish Soap,K-Cups,110,11.0,10.99
31,3,Dish Soap,Capt. Crunch,140,14.0,3.99
31,4,Dish Soap,Chewy Bars,165,16.5,3.69
31,5,Dish Soap,Granola,165,16.5,5.49
31,6,Dish Soap,Hershey's,150,15.0,2.69
31,7,Dish Soap,Flour,130,13.0,4.99
31,8,Dish Soap,Syrup,120,12.0,2.49
31,9,Dish Soap,Brownie Mix,90,9.0,2.29
31,10,Dish Soap,Seasoning,75,7.5,3.99
31,11,Dish Soap,Soup,80,8.0,1.99
31,12,Dish Soap,Mac & Cheese,100,10.0,2.69
31,13,Dish Soap,Ketchup,130,13.0,3.49
31,14,Dish Soap,Pickles,135,13.5,2.99
31,15,Dish Soap,Italian Dressing,140,14.0,3.99
31,16,Dish Soap,Soy Sauce,140,14.0,2.49
31,17,Dish Soap,Penne,135,13.5,3.49
31,18,Dish Soap,CapriSun,130,13.0,2.49
31,19,Dish Soap,Tortillas,90,9.0,1.99
31,20,Dish Soap,Tomato Sauce,60,6.0,2.99
31,21,Dish Soap,Ibuprofen,55,5.5,5.49
31,22,Dish Soap,Diapers,70,7.0,25.99
31,23,Dish Soap,Tootpaste,130,13.0,3.99
31,24,Dish Soap,Tampons,120,12.0,5.29
31,25,Dish Soap,Shampoo,125,12.5,8.99
31,26,Dish Soap,Toilet Paper,40,4.0,7.99
31,27,Dish Soap,Paper Towels,50,5.0,9.99
31,28,Dish Soap,Napkins,70,7.0,3.29
31,29,Dish Soap,Solo Cups,90,9.0,5.69
31,30,Dish Soap,Trash Bags,120,12.0,8.99
31,31,Dish Soap,Dish Soap,0,0.0,2.99
31,32,Dish Soap,Detergent,5,0.5,12.99
31,33,Dish Soap,Broom,20,2.0,13.99
31,34,Dish Soap,Dog Treats,50,5.0,3.99
31,35,Dish Soap,Air Freshner,60,6.0,6.99
31,36,Dish Soap,Oreos,110,11.0,3.99
31,37,Dish Soap,Popcorn,80,8.0,3.49
31,38,Dish Soap,Gatorade (12),60,6.0,6.99
31,39,Dish Soap,Redbull (4),55,5.5,7.99
31,40,Dish Soap,Ritz,40,4.0,3.99
31,41,Dish Soap,Coca Cola (12),50,5.0,5.99
31,42,Dish Soap,LaCroix (12),60,6.0,5.49
31,43,Dish Soap,Pepsi (12),55,5.5,5.99
31,44,Dish Soap,Seltzer (6),120,12.0,3.99
31,45,Dish Soap,Bottled Water (24),125,12.5,4.99
31,46,Dish Soap,Milk Gallon,60,6.0,3.79
31,47,Dish Soap,Butter Sticks,90,9.0,2.99
31,48,Dish Soap,Cookie Dough,95,9.5,3.99
31,49,Dish Soap,Chobani (4),110,11.0,4.49
31,50,Dish Soap,Eggs (12),140,14.0,3.99
31,51,Dish Soap,Waffles,140,14.0,3.79
31,52,Dish Soap,Taquitos,100,10.0,6.99
31,53,Dish Soap,Breyer's Ice Cream,90,9.0,4.99
31,54,Dish Soap,Lasagna,110,11.0,9.99
31,55,Dish Soap,Bagel Bites,120,12.0,2.79
31,56,Dish Soap,"Pizza (12"")",150,15.0,8.99
32,0,Detergent,Start Node,80,8.0,0
32,1,Detergent,Coffee Beans,95,9.5,6.99
32,2,Detergent,K-Cups,115,11.5,10.99
32,3,Detergent,Capt. Crunch,145,14.5,3.99
32,4,Detergent,Chewy Bars,170,17.0,3.69
32,5,Detergent,Granola,160,16.0,5.49
32,6,Detergent,Hershey's,155,15.5,2.69
32,7,Detergent,Flour,135,13.5,4.99
32,8,Detergent,Syrup,125,12.5,2.49
32,9,Detergent,Brownie Mix,95,9.5,2.29
32,10,Detergent,Seasoning,80,8.0,3.99
32,11,Detergent,Soup,85,8.5,1.99
32,12,Detergent,Mac & Cheese,105,10.5,2.69
32,13,Detergent,Ketchup,135,13.5,3.49
32,14,Detergent,Pickles,140,14.0,2.99
32,15,Detergent,Italian Dressing,145,14.5,3.99
32,16,Detergent,Soy Sauce,135,13.5,2.49
32,17,Detergent,Penne,140,14.0,3.49
32,18,Detergent,CapriSun,135,13.5,2.49
32,19,Detergent,Tortillas,95,9.5,1.99
32,20,Detergent,Tomato Sauce,65,6.5,2.99
32,21,Detergent,Ibuprofen,60,6.0,5.49
32,22,Detergent,Diapers,75,7.5,25.99
32,23,Detergent,Tootpaste,125,12.5,3.99
32,24,Detergent,Tampons,125,12.5,5.29
32,25,Detergent,Shampoo,120,12.0,8.99
32,26,Detergent,Toilet Paper,45,4.5,7.99
32,27,Detergent,Paper Towels,55,5.5,9.99
32,28,Detergent,Napkins,75,7.5,3.29
32,29,Detergent,Solo Cups,95,9.5,5.69
32,30,Detergent,Trash Bags,115,11.5,8.99
32,31,Detergent,Dish Soap,5,0.5,2.99
32,32,Detergent,Detergent,0,0.0,12.99
32,33,Detergent,Broom,15,1.5,13.99
32,34,Detergent,Dog Treats,45,4.5,3.99
32,35,Detergent,Air Freshner,55,5.5,6.99
32,36,Detergent,Oreos,115,11.5,3.99
32,37,Detergent,Popcorn,85,8.5,3.49
32,38,Detergent,Gatorade (12),65,6.5,6.99
32,39,Detergent,Redbull (4),60,6.0,7.99
32,40,Detergent,Ritz,45,4.5,3.99
32,41,Detergent,Coca Cola (12),55,5.5,5.99
32,42,Detergent,LaCroix (12),65,6.5,5.49
32,43,Detergent,Pepsi (12),60,6.0,5.99
32,44,Detergent,Seltzer (6),125,12.5,3.99
32,45,Detergent,Bottled Water (24),120,12.0,4.99
32,46,Detergent,Milk Gallon,65,6.5,3.79
32,47,Detergent,Butter Sticks,95,9.5,2.99
32,48,Detergent,Cookie Dough,100,10.0,3.99
32,49,Detergent,Chobani (4),115,11.5,4.49
32,50,Detergent,Eggs (12),135,13.5,3.99
32,51,Detergent,Waffles,145,14.5,3.79
32,52,Detergent,Taquitos,105,10.5,6.99
32,53,Detergent,Breyer's Ice Cream,95,9.5,4.99
32,54,Detergent,Lasagna,115,11.5,9.99
32,55,Detergent,Bagel Bites,125,12.5,2.79
32,56,Detergent,"Pizza (12"")",145,14.5,8.99
33,0,Broom,Start Node,95,9.5,0
33,1,Broom,Coffee Beans,110,11.0,6.99
33,2,Broom,K-Cups,130,13.0,10.99
33,3,Broom,Capt. Crunch,160,16.0,3.99
33,4,Broom,Chewy Bars,155,15.5,3.69
33,5,Broom,Granola,145,14.5,5.49
33,6,Broom,Hershey's,150,15.0,2.69
33,7,Broom,Flour,150,15.0,4.99
33,8,Broom,Syrup,140,14.0,2.49
33,9,Broom,Brownie Mix,110,11.0,2.29
33,10,Broom,Seasoning,95,9.5,3.99
33,11,Broom,Soup,100,10.0,1.99
33,12,Broom,Mac & Cheese,120,12.0,2.69
33,13,Broom,Ketchup,150,15.0,3.49
33,14,Broom,Pickles,145,14.5,2.99
33,15,Broom,Italian Dressing,140,14.0,3.99
33,16,Broom,Soy Sauce,120,12.0,2.49
33,17,Broom,Penne,125,12.5,3.49
33,18,Broom,CapriSun,130,13.0,2.49
33,19,Broom,Tortillas,110,11.0,1.99
33,20,Broom,Tomato Sauce,80,8.0,2.99
33,21,Broom,Ibuprofen,75,7.5,5.49
33,22,Broom,Diapers,90,9.0,25.99
33,23,Broom,Tootpaste,110,11.0,3.99
33,24,Broom,Tampons,120,12.0,5.29
33,25,Broom,Shampoo,105,10.5,8.99
33,26,Broom,Toilet Paper,60,6.0,7.99
33,27,Broom,Paper Towels,70,7.0,9.99
33,28,Broom,Napkins,90,9.0,3.29
33,29,Broom,Solo Cups,110,11.0,5.69
33,30,Broom,Trash Bags,100,10.0,8.99
33,31,Broom,Dish Soap,20,2.0,2.99
33,32,Broom,Detergent,15,1.5,12.99
33,33,Broom,Broom,0,0.0,13.99
33,34,Broom,Dog Treats,30,3.0,3.99
33,35,Broom,Air Freshner,40,4.0,6.99
33,36,Broom,Oreos,110,11.0,3.99
33,37,Broom,Popcorn,100,10.0,3.49
33,38,Broom,Gatorade (12),80,8.0,6.99
33,39,Broom,Redbull (4),75,7.5,7.99
33,40,Broom,Ritz,60,6.0,3.99
33,41,Broom,Coca Cola (12),70,7.0,5.99
33,42,Broom,LaCroix (12),80,8.0,5.49
33,43,Broom,Pepsi (12),75,7.5,5.99
33,44,Broom,Seltzer (6),120,12.0,3.99
33,45,Broom,Bottled Water (24),105,10.5,4.99
33,46,Broom,Milk Gallon,80,8.0,3.79
33,47,Broom,Butter Sticks,110,11.0,2.99
33,48,Broom,Cookie Dough,115,11.5,3.99
33,49,Broom,Chobani (4),130,13.0,4.49
33,50,Broom,Eggs (12),120,12.0,3.99
33,51,Broom,Waffles,140,14.0,3.79
33,52,Broom,Taquitos,120,12.0,6.99
33,53,Broom,Breyer's Ice Cream,110,11.0,4.99
33,54,Broom,Lasagna,130,13.0,9.99
33,55,Broom,Bagel Bites,140,14.0,2.79
33,56,Broom,"Pizza (12"")",130,13.0,8.99
34,0,Dog Treats,Start Node,125,12.5,0
34,1,Dog Treats,Coffee Beans,140,14.0,6.99
34,2,Dog Treats,K-Cups,160,16.0,10.99
34,3,Dog Treats,Capt. Crunch,150,15.0,3.99
34,4,Dog Treats,Chewy Bars,125,12.5,3.69
34,5,Dog Treats,Granola,115,11.5,5.49
34,6,Dog Treats,Hershey's,120,12.0,2.69
34,7,Dog Treats,Flour,140,14.0,4.99
34,8,Dog Treats,Syrup,150,15.0,2.49
34,9,Dog Treats,Brownie Mix,140,14.0,2.29
34,10,Dog Treats,Seasoning,125,12.5,3.99
34,11,Dog Treats,Soup,130,13.0,1.99
34,12,Dog Treats,Mac & Cheese,150,15.0,2.69
34,13,Dog Treats,Ketchup,120,12.0,3.49
34,14,Dog Treats,Pickles,115,11.5,2.99
34,15,Dog Treats,Italian Dressing,110,11.0,3.99
34,16,Dog Treats,Soy Sauce,90,9.0,2.49
34,17,Dog Treats,Penne,95,9.5,3.49
34,18,Dog Treats,CapriSun,100,10.0,2.49
34,19,Dog Treats,Tortillas,140,14.0,1.99
34,20,Dog Treats,Tomato Sauce,110,11.0,2.99
34,21,Dog Treats,Ibuprofen,105,10.5,5.49
34,22,Dog Treats,Diapers,120,12.0,25.99
34,23,Dog Treats,Tootpaste,80,8.0,3.99
34,24,Dog Treats,Tampons,90,9.0,5.29
34,25,Dog Treats,Shampoo,75,7.5,8.99
34,26,Dog Treats,Toilet Paper,90,9.0,7.99
34,27,Dog Treats,Paper Towels,100,10.0,9.99
34,28,Dog Treats,Napkins,120,12.0,3.29
34,29,Dog Treats,Solo Cups,100,10.0,5.69
34,30,Dog Treats,Trash Bags,70,7.0,8.99
34,31,Dog Treats,Dish Soap,50,5.0,2.99
34,32,Dog Treats,Detergent,45,4.5,12.99
34,33,Dog Treats,Broom,30,3.0,13.99
34,34,Dog Treats,Dog Treats,0,0.0,3.99
34,35,Dog Treats,Air Freshner,10,1.0,6.99
34,36,Dog Treats,Oreos,80,8.0,3.99
34,37,Dog Treats,Popcorn,110,11.0,3.49
34,38,Dog Treats,Gatorade (12),110,11.0,6.99
34,39,Dog Treats,Redbull (4),105,10.5,7.99
34,40,Dog Treats,Ritz,90,9.0,3.99
34,41,Dog Treats,Coca Cola (12),100,10.0,5.99
34,42,Dog Treats,LaCroix (12),110,11.0,5.49
34,43,Dog Treats,Pepsi (12),105,10.5,5.99
34,44,Dog Treats,Seltzer (6),90,9.0,3.99
34,45,Dog Treats,Bottled Water (24),75,7.5,4.99
34,46,Dog Treats,Milk Gallon,110,11.0,3.79
34,47,Dog Treats,Butter Sticks,140,14.0,2.99
34,48,Dog Treats,Cookie Dough,135,13.5,3.99
34,49,Dog Treats,Chobani (4),120,12.0,4.49
34,50,Dog Treats,Eggs (12),90,9.0,3.99
34,51,Dog Treats,Waffles,110,11.0,3.79
34,52,Dog Treats,Taquitos,150,15.0,6.99
34,53,Dog Treats,Breyer's Ice Cream,140,14.0,4.99
34,54,Dog Treats,Lasagna,140,14.0,9.99
34,55,Dog Treats,Bagel Bites,130,13.0,2.79
34,56,Dog Treats,"Pizza (12"")",100,10.0,8.99
35,0,Air Freshner,Start Node,135,13.5,0
35,1,Air Freshner,Coffee Beans,150,15.0,6.99
35,2,Air Freshner,K-Cups,170,17.0,10.99
35,3,Air Freshner,Capt. Crunch,140,14.0,3.99
35,4,Air Freshner,Chewy Bars,115,11.5,3.69
35,5,Air Freshner,Granola,105,10.5,5.49
35,6,Air Freshner,Hershey's,110,11.0,2.69
35,7,Air Freshner,Flour,130,13.0,4.99
35,8,Air Freshner,Syrup,140,14.0,2.49
35,9,Air Freshner,Brownie Mix,150,15.0,2.29
35,10,Air Freshner,Seasoning,135,13.5,3.99
35,11,Air Freshner,Soup,140,14.0,1.99
35,12,Air Freshner,Mac & Cheese,140,14.0,2.69
35,13,Air Freshner,Ketchup,110,11.0,3.49
35,14,Air Freshner,Pickles,105,10.5,2.99
35,15,Air Freshner,Italian Dressing,100,10.0,3.99
35,16,Air Freshner,Soy Sauce,80,8.0,2.49
35,17,Air Freshner,Penne,85,8.5,3.49
35,18,Air Freshner,CapriSun,90,9.0,2.49
35,19,Air Freshner,Tortillas,130,13.0,1.99
35,20,Air Freshner,Tomato Sauce,120,12.0,2.99
35,21,Air Freshner,Ibuprofen,115,11.5,5.49
35,22,Air Freshner,Diapers,130,13.0,25.99
35,23,Air Freshner,Tootpaste,70,7.0,3.99
35,24,Air Freshner,Tampons,80,8.0,5.29
35,25,Air Freshner,Shampoo,65,6.5,8.99
35,26,Air Freshner,Toilet Paper,100,10.0,7.99
35,27,Air Freshner,Paper Towels,110,11.0,9.99
35,28,Air Freshner,Napkins,110,11.0,3.29
35,29,Air Freshner,Solo Cups,90,9.0,5.69
35,30,Air Freshner,Trash Bags,60,6.0,8.99
35,31,Air Freshner,Dish Soap,60,6.0,2.99
35,32,Air Freshner,Detergent,55,5.5,12.99
35,33,Air Freshner,Broom,40,4.0,13.99
35,34,Air Freshner,Dog Treats,10,1.0,3.99
35,35,Air Freshner,Air Freshner,0,0.0,6.99
35,36,Air Freshner,Oreos,70,7.0,3.99
35,37,Air Freshner,Popcorn,100,10.0,3.49
35,38,Air Freshner,Gatorade (12),120,12.0,6.99
35,39,Air Freshner,Redbull (4),115,11.5,7.99
35,40,Air Freshner,Ritz,100,10.0,3.99
35,41,Air Freshner,Coca Cola (12),110,11.0,5.99
35,42,Air Freshner,LaCroix (12),120,12.0,5.49
35,43,Air Freshner,Pepsi (12),115,11.5,5.99
35,44,Air Freshner,Seltzer (6),80,8.0,3.99
35,45,Air Freshner,Bottled Water (24),65,6.5,4.99
35,46,Air Freshner,Milk Gallon,120,12.0,3.79
35,47,Air Freshner,Butter Sticks,130,13.0,2.99
35,48,Air Freshner,Cookie Dough,125,12.5,3.99
35,49,Air Freshner,Chobani (4),110,11.0,4.49
35,50,Air Freshner,Eggs (12),80,8.0,3.99
35,51,Air Freshner,Waffles,100,10.0,3.79
35,52,Air Freshner,Taquitos,140,14.0,6.99
35,53,Air Freshner,Breyer's Ice Cream,150,15.0,4.99
35,54,Air Freshner,Lasagna,130,13.0,9.99
35,55,Air Freshner,Bagel Bites,120,12.0,2.79
35,56,Air Freshner,"Pizza (12"")",90,9.0,8.99
36,0,Oreos,Start Node,155,15.5,0
36,1,Oreos,Coffee Beans,170,17.0,6.99
36,2,Oreos,K-Cups,170,17.0,10.99
36,3,Oreos,Capt. Crunch,140,14.0,3.99
36,4,Oreos,Chewy Bars,115,11.5,3.69
36,5,Oreos,Granola,105,10.5,5.49
36,6,Oreos,Hershey's,110,11.0,2.69
